created_at,favorite_count,full_text,lang,quote_count,reply_count,retweet_count,cleaned_text,normalized_text,no_stopwords_text,stemmed_text,tokens_stemmed,tokens,cluster
Tue Apr 29 04:23:31 +0000 2025,3,Nah para manusia sampah #kualitassdmrendah. Kalian bisa mengatakan ijazahnya palsu setelah melihat yg asli. Hanya berbekal foto sosmed trus berkoar koar mengatakan ijazah pak Jokowi palsu @SianiparRismon @KRMTRoySuryo2 Kalian sehat? https://t.co/IT1nWVF3d8,in,0,0,1,nah para manusia sampah kualitassdmrendah kalian bisa mengatakan ijazahnya palsu setelah melihat yg asli hanya berbekal foto sosmed trus berkoar koar mengatakan ijazah pak jokowi palsu kalian sehat,nah para manusia sampah kualitassdmrendah kalian bisa mengatakan ijazahnya palsu setelah melihat yang asli hanya berbekal foto sosmed trus berkoar koar mengatakan ijazah pak jokowi palsu kalian sehat,manusia sampah kualitassdmrendah ijazahnya palsu asli berbekal foto sosmed trus berkoar koar ijazah jokowi palsu sehat,manusia sampah kualitassdmrendah ijazah palsu asli bekal foto sosmed trus koar koar ijazah jokowi palsu sehat,"['manusia', 'sampah', 'kualitassdmrendah', 'ijazah', 'palsu', 'asli', 'bekal', 'foto', 'sosmed', 'trus', 'koar', 'koar', 'ijazah', 'jokowi', 'palsu', 'sehat']","['manusia', 'sampah', 'kualitassdmrendah', 'ijazah', 'palsu', 'asli', 'bekal', 'foto', 'sosmed', 'trus', 'koar', 'koar', 'ijazah', 'jokowi', 'palsu', 'sehat']",1
Tue Apr 29 04:22:33 +0000 2025,0,@blank0429 kenapa saya bilang langsung di hajar..ya karena posisi jokowi belum kuat..hanya seorang pengusaha mebel..dan lu pikir bu mega dan prabowo goblok apa sampai gatau klo ijazah jokowi palsu?,in,0,1,0,kenapa saya bilang langsung di hajarya karena posisi jokowi belum kuathanya seorang pengusaha mebeldan lu pikir bu mega dan prabowo goblok apa sampai gatau klo ijazah jokowi palsu,kenapa saya bilang langsung di hajarya karena posisi jokowi belum kuathanya seorang pengusaha mebeldan lu pikir bu mega dan prabowo goblok apa sampai gatau kalau ijazah jokowi palsu,bilang langsung hajarya posisi jokowi kuathanya pengusaha mebeldan lu pikir bu mega prabowo goblok gatau ijazah jokowi palsu,bilang langsung hajarya posisi jokowi kuathanya usaha mebeldan lu pikir bu mega prabowo goblok gatau ijazah jokowi palsu,"['bilang', 'langsung', 'hajarya', 'posisi', 'jokowi', 'kuathanya', 'usaha', 'mebeldan', 'lu', 'pikir', 'bu', 'mega', 'prabowo', 'goblok', 'gatau', 'ijazah', 'jokowi', 'palsu']","['bilang', 'langsung', 'hajarya', 'posisi', 'jokowi', 'kuathanya', 'usaha', 'mebeldan', 'lu', 'pikir', 'bu', 'mega', 'prabowo', 'goblok', 'gatau', 'ijazah', 'jokowi', 'palsu']",1
Tue Apr 29 04:21:40 +0000 2025,5,Para kuasa hukum Mulyono berdalih yang menuduh yang harus membuktikan tentang keaslian ijazah Jokowi silakan simak kuliah gratis ini guys agar kita tercerahkan. . . . . Danantara Pagii shabrina Tzuyang Sarapan Perpisahan indeks BUMN. https://t.co/sGXTJPXO5c,in,0,0,6,para kuasa hukum mulyono berdalih yang menuduh yang harus membuktikan tentang keaslian ijazah jokowi silakan simak kuliah gratis ini guys agar kita tercerahkan danantara pagii shabrina tzuyang sarapan perpisahan indeks bumn,para kuasa hukum mulyono berdalih yang menuduh yang harus membuktikan tentang keaslian ijazah jokowi silakan simak kuliah gratis ini guys agar kita tercerahkan danantara pagii shabrina tzuyang sarapan perpisahan indeks bumn,kuasa hukum mulyono berdalih menuduh membuktikan keaslian ijazah jokowi silakan simak kuliah gratis guys tercerahkan danantara pagii shabrina tzuyang sarapan perpisahan indeks bumn,kuasa hukum mulyono dalih tuduh bukti asli ijazah jokowi sila simak kuliah gratis guys cerah danantara pagi shabrina tzuyang sarap pisah indeks bumn,"['kuasa', 'hukum', 'mulyono', 'dalih', 'tuduh', 'bukti', 'asli', 'ijazah', 'jokowi', 'sila', 'simak', 'kuliah', 'gratis', 'guys', 'cerah', 'danantara', 'pagi', 'shabrina', 'tzuyang', 'sarap', 'pisah', 'indeks', 'bumn']","['kuasa', 'hukum', 'mulyono', 'dalih', 'tuduh', 'bukti', 'asli', 'ijazah', 'jokowi', 'sila', 'simak', 'kuliah', 'gratis', 'guys', 'cerah', 'danantara', 'pagi', 'shabrina', 'tzuyang', 'sarap', 'pisah', 'indeks', 'bumn']",4
Tue Apr 29 04:19:20 +0000 2025,0,@blank0429 klo soal UGM dan teman2 seangkatannya bisa di percaya jelas..alasannya simpel tapi ntah kalian kepikiran atau pura2 gatau..nih salah satu aja deh..klo ijazah jokowi palsu udah langsung di hajar sama UGM dan lawan politiknya tahun 2005 ketika nyalon jd walkot solo..itu aja dulu,in,0,1,0,klo soal ugm dan teman seangkatannya bisa di percaya jelasalasannya simpel tapi ntah kalian kepikiran atau pura gataunih salah satu aja dehklo ijazah jokowi palsu udah langsung di hajar sama ugm dan lawan politiknya tahun ketika nyalon jd walkot soloitu aja dulu,kalau soal ugm dan teman seangkatannya bisa di percaya jelasalasannya simpel tapi ntah kalian kepikiran atau pura gataunih salah satu aja dehklo ijazah jokowi palsu udah langsung di hajar sama ugm dan lawan politiknya tahun ketika nyalon jd walkot soloitu aja dulu,soal ugm teman seangkatannya percaya jelasalasannya simpel ntah kepikiran pura gataunih salah aja dehklo ijazah jokowi palsu udah langsung hajar ugm lawan politiknya nyalon jd walkot soloitu aja,soal ugm teman angkat percaya jelasalasannya simpel ntah pikir pura gataunih salah aja dehklo ijazah jokowi palsu udah langsung hajar ugm lawan politik nyalon jd walkot soloitu aja,"['soal', 'ugm', 'teman', 'angkat', 'percaya', 'jelasalasannya', 'simpel', 'ntah', 'pikir', 'pura', 'gataunih', 'salah', 'aja', 'dehklo', 'ijazah', 'jokowi', 'palsu', 'udah', 'langsung', 'hajar', 'ugm', 'lawan', 'politik', 'nyalon', 'jd', 'walkot', 'soloitu', 'aja']","['soal', 'ugm', 'teman', 'angkat', 'percaya', 'jelasalasannya', 'simpel', 'ntah', 'pikir', 'pura', 'gataunih', 'salah', 'aja', 'dehklo', 'ijazah', 'jokowi', 'palsu', 'udah', 'langsung', 'hajar', 'ugm', 'lawan', 'politik', 'nyalon', 'jd', 'walkot', 'soloitu', 'aja']",0
Tue Apr 29 04:18:58 +0000 2025,24,Pendukung raja Kodok bin Plongo serentak kluarin bunyi JOkowi udah lewatin screening sejak jaman jd walkot gubernur ampe presiden.. jd Udah Pasti IJAZAH nya Asli !! Ehh biji Kodok.. orang Gak boleh bilang IJAZAH PALSU.. tp Klean bani goblok dgn pede nya bilang itu Asli!! https://t.co/w9mZjiMK1X,in,0,2,11,pendukung raja kodok bin plongo serentak kluarin bunyi jokowi udah lewatin screening sejak jaman jd walkot gubernur ampe presiden jd udah pasti ijazah nya asli ehh biji kodok orang gak boleh bilang ijazah palsu tp klean bani goblok dgn pede nya bilang itu asli,pendukung raja kodok bin plongo serentak kluarin bunyi jokowi udah lewatin screening sejak jaman jd walkot gubernur ampe presiden jd udah pasti ijazah nya asli ehh biji kodok orang tidak boleh bilang ijazah palsu tp klean bani goblok dengan pede nya bilang itu asli,pendukung raja kodok bin plongo serentak kluarin bunyi jokowi udah lewatin screening jaman jd walkot gubernur ampe presiden jd udah ijazah nya asli ehh biji kodok orang bilang ijazah palsu tp klean bani goblok pede nya bilang asli,dukung raja kodok bin plongo serentak kluarin bunyi jokowi udah lewatin screening jaman jd walkot gubernur ampe presiden jd udah ijazah nya asli ehh biji kodok orang bilang ijazah palsu tp klean bani goblok pede nya bilang asli,"['dukung', 'raja', 'kodok', 'bin', 'plongo', 'serentak', 'kluarin', 'bunyi', 'jokowi', 'udah', 'lewatin', 'screening', 'jaman', 'jd', 'walkot', 'gubernur', 'ampe', 'presiden', 'jd', 'udah', 'ijazah', 'nya', 'asli', 'ehh', 'biji', 'kodok', 'orang', 'bilang', 'ijazah', 'palsu', 'tp', 'klean', 'bani', 'goblok', 'pede', 'nya', 'bilang', 'asli']","['dukung', 'raja', 'kodok', 'bin', 'plongo', 'serentak', 'kluarin', 'bunyi', 'jokowi', 'udah', 'lewatin', 'screening', 'jaman', 'jd', 'walkot', 'gubernur', 'ampe', 'presiden', 'jd', 'udah', 'ijazah', 'nya', 'asli', 'ehh', 'biji', 'kodok', 'orang', 'bilang', 'ijazah', 'palsu', 'tp', 'klean', 'bani', 'goblok', 'pede', 'nya', 'bilang', 'asli']",4
Tue Apr 29 04:17:25 +0000 2025,0,@DianSandiU Lo malah 100% ijazah jokowi asli. Yg lo posting kan emang asli pengakuan lo???,in,0,0,0,lo malah ijazah jokowi asli yg lo posting kan emang asli pengakuan lo,lo malah ijazah jokowi asli yang lo posting kan emang asli pengakuan lo,lo ijazah jokowi asli lo posting emang asli pengakuan lo,lo ijazah jokowi asli lo posting emang asli aku lo,"['lo', 'ijazah', 'jokowi', 'asli', 'lo', 'posting', 'emang', 'asli', 'aku', 'lo']","['lo', 'ijazah', 'jokowi', 'asli', 'lo', 'posting', 'emang', 'asli', 'aku', 'lo']",4
Tue Apr 29 04:16:50 +0000 2025,5,@alisyarief Sudah tidak perlu lagi debat ini itu karena masyarakat mengalami krisis kepercayaan untuk itu lakukan saja uji carbon / forensik pada objek perkara dalam hal ini ijazah sarjana UGM Jokowi bosan kita dibuat seperti orang tolol tak ngerti apa²,in,0,1,0,sudah tidak perlu lagi debat ini itu karena masyarakat mengalami krisis kepercayaan untuk itu lakukan saja uji carbon forensik pada objek perkara dalam hal ini ijazah sarjana ugm jokowi bosan kita dibuat seperti orang tolol tak ngerti apa,sudah tidak perlu lagi debat ini itu karena masyarakat mengalami krisis kepercayaan untuk itu lakukan saja uji carbon forensik pada objek perkara dalam hal ini ijazah sarjana ugm jokowi bosan kita dibuat seperti orang tolol tak ngerti apa,debat masyarakat mengalami krisis kepercayaan lakukan uji carbon forensik objek perkara ijazah sarjana ugm jokowi bosan orang tolol ngerti,debat masyarakat alami krisis percaya laku uji carbon forensik objek perkara ijazah sarjana ugm jokowi bosan orang tolol ngerti,"['debat', 'masyarakat', 'alami', 'krisis', 'percaya', 'laku', 'uji', 'carbon', 'forensik', 'objek', 'perkara', 'ijazah', 'sarjana', 'ugm', 'jokowi', 'bosan', 'orang', 'tolol', 'ngerti']","['debat', 'masyarakat', 'alami', 'krisis', 'percaya', 'laku', 'uji', 'carbon', 'forensik', 'objek', 'perkara', 'ijazah', 'sarjana', 'ugm', 'jokowi', 'bosan', 'orang', 'tolol', 'ngerti']",0
Tue Apr 29 04:16:43 +0000 2025,0,@blank0429 lah yg kalian sasar itu UGM..sekali lagi UGM bro..soalnya yg nerbitin ijazah dan menyatakan jokowi lulusan kampus mereka kan UGM..ngapain nyuruh saya cari bukti..wkwkwkw,in,0,0,0,lah yg kalian sasar itu ugmsekali lagi ugm brosoalnya yg nerbitin ijazah dan menyatakan jokowi lulusan kampus mereka kan ugmngapain nyuruh saya cari buktiwkwkwkw,lah yang kalian sasar itu ugmsekali lagi ugm brosoalnya yang nerbitin ijazah dan menyatakan jokowi lulusan kampus mereka kan ugmngapain nyuruh saya cari buktiwkwkwkw,sasar ugmsekali ugm brosoalnya nerbitin ijazah jokowi lulusan kampus ugmngapain nyuruh cari buktiwkwkwkw,sasar ugmsekali ugm brosoalnya nerbitin ijazah jokowi lulus kampus ugmngapain nyuruh cari buktiwkwkwkw,"['sasar', 'ugmsekali', 'ugm', 'brosoalnya', 'nerbitin', 'ijazah', 'jokowi', 'lulus', 'kampus', 'ugmngapain', 'nyuruh', 'cari', 'buktiwkwkwkw']","['sasar', 'ugmsekali', 'ugm', 'brosoalnya', 'nerbitin', 'ijazah', 'jokowi', 'lulus', 'kampus', 'ugmngapain', 'nyuruh', 'cari', 'buktiwkwkwkw']",0
Tue Apr 29 04:14:35 +0000 2025,2,@democrazymedia terkait ijazah itu kan proses dan prosedurnya dan cara mendapatkanya klo gerombolan jokowi bilang yg mengeluarkan ijazah itu UGM bisa jadi benar... tapi prosedur nya dan proses nya di ikuti tdk nya yg di soalkan.,in,0,0,0,terkait ijazah itu kan proses dan prosedurnya dan cara mendapatkanya klo gerombolan jokowi bilang yg mengeluarkan ijazah itu ugm bisa jadi benar tapi prosedur nya dan proses nya di ikuti tdk nya yg di soalkan,terkait ijazah itu kan proses dan prosedurnya dan cara mendapatkanya kalau gerombolan jokowi bilang yang mengeluarkan ijazah itu ugm bisa jadi benar tapi prosedur nya dan proses nya di ikuti tidak nya yang di soalkan,terkait ijazah proses prosedurnya mendapatkanya gerombolan jokowi bilang mengeluarkan ijazah ugm prosedur nya proses nya ikuti nya soalkan,kait ijazah proses prosedur mendapatkanya gerombol jokowi bilang keluar ijazah ugm prosedur nya proses nya ikut nya soal,"['kait', 'ijazah', 'proses', 'prosedur', 'mendapatkanya', 'gerombol', 'jokowi', 'bilang', 'keluar', 'ijazah', 'ugm', 'prosedur', 'nya', 'proses', 'nya', 'ikut', 'nya', 'soal']","['kait', 'ijazah', 'proses', 'prosedur', 'mendapatkanya', 'gerombol', 'jokowi', 'bilang', 'keluar', 'ijazah', 'ugm', 'prosedur', 'nya', 'proses', 'nya', 'ikut', 'nya', 'soal']",2
Tue Apr 29 04:10:41 +0000 2025,5,@democrazymedia Mohon Pak Jokowi segera memperlihatkan Ijazah asli supaya semua menjadi tenang.,in,0,2,0,mohon pak jokowi segera memperlihatkan ijazah asli supaya semua menjadi tenang,mohon pak jokowi segera memperlihatkan ijazah asli supaya semua menjadi tenang,mohon jokowi ijazah asli tenang,mohon jokowi ijazah asli tenang,"['mohon', 'jokowi', 'ijazah', 'asli', 'tenang']","['mohon', 'jokowi', 'ijazah', 'asli', 'tenang']",4
Tue Apr 29 04:07:19 +0000 2025,9619,Dugaan Ijazah Palsu sudah sampai di Media Internasional. Jokowi sejak sekarang harus menghitung langkah sebab sebetulnya langkah apapun yang dilakukan menuju ke jurangnya sendiri. Semesta menolak matahari kembar. Matahari cukup satu. Dan ketika matahari ilegal menolak padam ,in,50,664,2119,dugaan ijazah palsu sudah sampai di media internasional jokowi sejak sekarang harus menghitung langkah sebab sebetulnya langkah apapun yang dilakukan menuju ke jurangnya sendiri semesta menolak matahari kembar matahari cukup satu dan ketika matahari ilegal menolak padam,dugaan ijazah palsu sudah sampai di media internasional jokowi sejak sekarang harus menghitung langkah sebab sebetulnya langkah apapun yang dilakukan menuju ke jurangnya sendiri semesta menolak matahari kembar matahari cukup satu dan ketika matahari ilegal menolak padam,dugaan ijazah palsu media internasional jokowi menghitung langkah langkah apapun jurangnya semesta menolak matahari kembar matahari matahari ilegal menolak padam,duga ijazah palsu media internasional jokowi hitung langkah langkah apa jurang semesta tolak matahari kembar matahari matahari ilegal tolak padam,"['duga', 'ijazah', 'palsu', 'media', 'internasional', 'jokowi', 'hitung', 'langkah', 'langkah', 'apa', 'jurang', 'semesta', 'tolak', 'matahari', 'kembar', 'matahari', 'matahari', 'ilegal', 'tolak', 'padam']","['duga', 'ijazah', 'palsu', 'media', 'internasional', 'jokowi', 'hitung', 'langkah', 'langkah', 'apa', 'jurang', 'semesta', 'tolak', 'matahari', 'kembar', 'matahari', 'matahari', 'ilegal', 'tolak', 'padam']",1
Tue Apr 29 04:02:45 +0000 2025,4,MAKIN BANYAK BUKTI DAN SAKSI BETMUNCULAN ATAS KEBOHONGAN JOKOWI YANG TIDAK PUNYA IJAZAH ASLI.,in,0,0,2,makin banyak bukti dan saksi betmunculan atas kebohongan jokowi yang tidak punya ijazah asli,makin banyak bukti dan saksi betmunculan atas kebohongan jokowi yang tidak punya ijazah asli,bukti saksi betmunculan kebohongan jokowi ijazah asli,bukti saksi betmunculan bohong jokowi ijazah asli,"['bukti', 'saksi', 'betmunculan', 'bohong', 'jokowi', 'ijazah', 'asli']","['bukti', 'saksi', 'betmunculan', 'bohong', 'jokowi', 'ijazah', 'asli']",4
Tue Apr 29 04:02:09 +0000 2025,1,@PartaiSocmed Kalo berani... Jokowi unjukin ijazah aslinya. Itu baru realita,in,0,0,0,kalo berani jokowi unjukin ijazah aslinya itu baru realita,kalo berani jokowi unjukin ijazah aslinya itu baru realita,kalo berani jokowi unjukin ijazah aslinya realita,kalo berani jokowi unjukin ijazah asli realita,"['kalo', 'berani', 'jokowi', 'unjukin', 'ijazah', 'asli', 'realita']","['kalo', 'berani', 'jokowi', 'unjukin', 'ijazah', 'asli', 'realita']",4
Tue Apr 29 04:00:13 +0000 2025,0,PANTASKAH UGM BUBAR? SAMPAI KAPAN UGM MEMBELA JOKOWI ATAS IJAZAH PALSUNYA ? Unjuk rasalah ke lembaga ini BERAHIR JIKA PEJABAT PENEGAK HUKUM TERTNGGI DI INDONESIA DI GANTI ORANG YG AMANAH FAHAM TUGAS POKOK DAN FUNGSI PENEGAK HUKUM. https://t.co/mxH4sa0ogq,in,0,0,0,pantaskah ugm bubar sampai kapan ugm membela jokowi atas ijazah palsunya unjuk rasalah ke lembaga ini berahir jika pejabat penegak hukum tertnggi di indonesia di ganti orang yg amanah faham tugas pokok dan fungsi penegak hukum,pantaskah ugm bubar sampai kapan ugm membela jokowi atas ijazah palsunya unjuk rasalah ke lembaga ini berahir jika pejabat penegak hukum tertnggi di indonesia di ganti orang yang amanah faham tugas pokok dan fungsi penegak hukum,pantaskah ugm bubar ugm membela jokowi ijazah palsunya unjuk rasalah lembaga berahir pejabat penegak hukum tertnggi indonesia ganti orang amanah faham tugas pokok fungsi penegak hukum,pantas ugm bubar ugm bela jokowi ijazah palsu unjuk rasa lembaga berahir jabat tegak hukum tertnggi indonesia ganti orang amanah faham tugas pokok fungsi tegak hukum,"['pantas', 'ugm', 'bubar', 'ugm', 'bela', 'jokowi', 'ijazah', 'palsu', 'unjuk', 'rasa', 'lembaga', 'berahir', 'jabat', 'tegak', 'hukum', 'tertnggi', 'indonesia', 'ganti', 'orang', 'amanah', 'faham', 'tugas', 'pokok', 'fungsi', 'tegak', 'hukum']","['pantas', 'ugm', 'bubar', 'ugm', 'bela', 'jokowi', 'ijazah', 'palsu', 'unjuk', 'rasa', 'lembaga', 'berahir', 'jabat', 'tegak', 'hukum', 'tertnggi', 'indonesia', 'ganti', 'orang', 'amanah', 'faham', 'tugas', 'pokok', 'fungsi', 'tegak', 'hukum']",0
Tue Apr 29 03:59:33 +0000 2025,0,@EdyPurwant80192 @Maulanacah13340 @DokterTifa @jokowi kejujuran kaya gmn sedangkan orang yg ngelapor jokowi aja itu orang nya yg berarti ini bukan ttg ijazah tpi dendam sy yakin 100% klo masalah ijazah udh clear pasti di cari lagi masalah lain,in,0,0,0,kejujuran kaya gmn sedangkan orang yg ngelapor jokowi aja itu orang nya yg berarti ini bukan ttg ijazah tpi dendam sy yakin klo masalah ijazah udh clear pasti di cari lagi masalah lain,kejujuran kaya gmn sedangkan orang yang ngelapor jokowi aja itu orang nya yang berarti ini bukan ttg ijazah tpi dendam sy yakin kalau masalah ijazah udh clear pasti di cari lagi masalah lain,kejujuran kaya gmn orang ngelapor jokowi aja orang nya ttg ijazah tpi dendam sy ijazah udh clear cari,jujur kaya gmn orang ngelapor jokowi aja orang nya ttg ijazah tpi dendam sy ijazah udh clear cari,"['jujur', 'kaya', 'gmn', 'orang', 'ngelapor', 'jokowi', 'aja', 'orang', 'nya', 'ttg', 'ijazah', 'tpi', 'dendam', 'sy', 'ijazah', 'udh', 'clear', 'cari']","['jujur', 'kaya', 'gmn', 'orang', 'ngelapor', 'jokowi', 'aja', 'orang', 'nya', 'ttg', 'ijazah', 'tpi', 'dendam', 'sy', 'ijazah', 'udh', 'clear', 'cari']",4
Tue Apr 29 03:57:22 +0000 2025,0,@blank0429 ngapain gue harus cari bukti..?kan gue ga pernah nuduh jokowi pake ijazah palsu..yg nuduh kan kalian jadi kalian yg harus nyiapin bukti..bukan lawan saya tapi lawan Jokowi dan UGM nanti..,in,0,1,0,ngapain gue harus cari buktikan gue ga pernah nuduh jokowi pake ijazah palsuyg nuduh kan kalian jadi kalian yg harus nyiapin buktibukan lawan saya tapi lawan jokowi dan ugm nanti,ngapain gue harus cari buktikan gue tidak pernah nuduh jokowi pake ijazah palsuyg nuduh kan kalian jadi kalian yang harus nyiapin buktibukan lawan saya tapi lawan jokowi dan ugm nanti,ngapain gue cari buktikan gue nuduh jokowi pake ijazah palsuyg nuduh nyiapin buktibukan lawan lawan jokowi ugm,ngapain gue cari bukti gue nuduh jokowi pake ijazah palsuyg nuduh nyiapin buktibukan lawan lawan jokowi ugm,"['ngapain', 'gue', 'cari', 'bukti', 'gue', 'nuduh', 'jokowi', 'pake', 'ijazah', 'palsuyg', 'nuduh', 'nyiapin', 'buktibukan', 'lawan', 'lawan', 'jokowi', 'ugm']","['ngapain', 'gue', 'cari', 'bukti', 'gue', 'nuduh', 'jokowi', 'pake', 'ijazah', 'palsuyg', 'nuduh', 'nyiapin', 'buktibukan', 'lawan', 'lawan', 'jokowi', 'ugm']",2
Tue Apr 29 03:56:59 +0000 2025,15,Pantesan gobloknya minta ampun !!! Sejarah RI mencatat Jokowi dan Gibran penipu ijazah !!! #PeoplePowerAtauRevolusi #PeoplePowerAtauRevolusi #2025LengserkanGibran Gantung mati pengkhianat bangsa dan negara !!!,in,0,1,9,pantesan gobloknya minta ampun sejarah ri mencatat jokowi dan gibran penipu ijazah peoplepowerataurevolusi peoplepowerataurevolusi lengserkangibran gantung mati pengkhianat bangsa dan negara,pantesan gobloknya minta ampun sejarah ri mencatat jokowi dan gibran penipu ijazah peoplepowerataurevolusi peoplepowerataurevolusi lengserkangibran gantung mati pengkhianat bangsa dan negara,pantesan gobloknya ampun sejarah ri mencatat jokowi gibran penipu ijazah peoplepowerataurevolusi peoplepowerataurevolusi lengserkangibran gantung mati pengkhianat bangsa negara,pantesan goblok ampun sejarah ri catat jokowi gibran tipu ijazah peoplepowerataurevolusi peoplepowerataurevolusi lengserkangibran gantung mati khianat bangsa negara,"['pantesan', 'goblok', 'ampun', 'sejarah', 'ri', 'catat', 'jokowi', 'gibran', 'tipu', 'ijazah', 'peoplepowerataurevolusi', 'peoplepowerataurevolusi', 'lengserkangibran', 'gantung', 'mati', 'khianat', 'bangsa', 'negara']","['pantesan', 'goblok', 'ampun', 'sejarah', 'ri', 'catat', 'jokowi', 'gibran', 'tipu', 'ijazah', 'peoplepowerataurevolusi', 'peoplepowerataurevolusi', 'lengserkangibran', 'gantung', 'mati', 'khianat', 'bangsa', 'negara']",4
Tue Apr 29 03:55:39 +0000 2025,0,@regar_op0sisi yg diminta ditunjukkan kan ijazah Jokowi lho kok malah ijazah mereka yg ditunjukkan...,in,0,0,0,yg diminta ditunjukkan kan ijazah jokowi lho kok malah ijazah mereka yg ditunjukkan,yang diminta ditunjukkan kan ijazah jokowi lho kok malah ijazah mereka yang ditunjukkan,ijazah jokowi lho ijazah,ijazah jokowi lho ijazah,"['ijazah', 'jokowi', 'lho', 'ijazah']","['ijazah', 'jokowi', 'lho', 'ijazah']",4
Tue Apr 29 03:54:34 +0000 2025,0,@P3JU4N90P05iSi @BerisikMedsos @PenjagalParpol_ SAMPAI KAPAN UGM MEMBELA JOKOWI ATAS IJAZAH PALSUNYA ? Unjuk rasalah ke lembaga ini BERAHIR JIKA PEJABAT PENEGAK HUKUM TERTNGGI DI INDONESIA DI GANTI ORANG YG AMANAH FAHAM TUGAS POKOK DAN FUNGSI PENEGAK HUKUM. Jokowi Biang Kerok Indonesia Gelap - https://t.co/mxH4sa0ogq,in,1,0,0,sampai kapan ugm membela jokowi atas ijazah palsunya unjuk rasalah ke lembaga ini berahir jika pejabat penegak hukum tertnggi di indonesia di ganti orang yg amanah faham tugas pokok dan fungsi penegak hukum jokowi biang kerok indonesia gelap,sampai kapan ugm membela jokowi atas ijazah palsunya unjuk rasalah ke lembaga ini berahir jika pejabat penegak hukum tertnggi di indonesia di ganti orang yang amanah faham tugas pokok dan fungsi penegak hukum jokowi biang kerok indonesia gelap,ugm membela jokowi ijazah palsunya unjuk rasalah lembaga berahir pejabat penegak hukum tertnggi indonesia ganti orang amanah faham tugas pokok fungsi penegak hukum jokowi biang kerok indonesia gelap,ugm bela jokowi ijazah palsu unjuk rasa lembaga berahir jabat tegak hukum tertnggi indonesia ganti orang amanah faham tugas pokok fungsi tegak hukum jokowi biang kerok indonesia gelap,"['ugm', 'bela', 'jokowi', 'ijazah', 'palsu', 'unjuk', 'rasa', 'lembaga', 'berahir', 'jabat', 'tegak', 'hukum', 'tertnggi', 'indonesia', 'ganti', 'orang', 'amanah', 'faham', 'tugas', 'pokok', 'fungsi', 'tegak', 'hukum', 'jokowi', 'biang', 'kerok', 'indonesia', 'gelap']","['ugm', 'bela', 'jokowi', 'ijazah', 'palsu', 'unjuk', 'rasa', 'lembaga', 'berahir', 'jabat', 'tegak', 'hukum', 'tertnggi', 'indonesia', 'ganti', 'orang', 'amanah', 'faham', 'tugas', 'pokok', 'fungsi', 'tegak', 'hukum', 'jokowi', 'biang', 'kerok', 'indonesia', 'gelap']",0
Tue Apr 29 03:52:11 +0000 2025,0,@haloiyas Terus bagaimana dengan keaslian ijazah Jokowi?,in,0,1,0,terus bagaimana dengan keaslian ijazah jokowi,terus bagaimana dengan keaslian ijazah jokowi,keaslian ijazah jokowi,asli ijazah jokowi,"['asli', 'ijazah', 'jokowi']","['asli', 'ijazah', 'jokowi']",4
Tue Apr 29 03:50:57 +0000 2025,0,UGM DI UJUNG TANDUK. SKRIPSI IJAZAH PALSU JOKOWI https://t.co/Zioa236jVH https://t.co/pvxczDkpk6,in,0,0,0,ugm di ujung tanduk skripsi ijazah palsu jokowi,ugm di ujung tanduk skripsi ijazah palsu jokowi,ugm ujung tanduk skripsi ijazah palsu jokowi,ugm ujung tanduk skripsi ijazah palsu jokowi,"['ugm', 'ujung', 'tanduk', 'skripsi', 'ijazah', 'palsu', 'jokowi']","['ugm', 'ujung', 'tanduk', 'skripsi', 'ijazah', 'palsu', 'jokowi']",0
Tue Apr 29 03:50:35 +0000 2025,0,@MasBRO_back orang yang membela Ijazah palsu Jokowi adalah T4iknya orang gila ,in,0,0,0,orang yang membela ijazah palsu jokowi adalah tiknya orang gila,orang yang membela ijazah palsu jokowi adalah tiknya orang gila,orang membela ijazah palsu jokowi tiknya orang gila,orang bela ijazah palsu jokowi tik orang gila,"['orang', 'bela', 'ijazah', 'palsu', 'jokowi', 'tik', 'orang', 'gila']","['orang', 'bela', 'ijazah', 'palsu', 'jokowi', 'tik', 'orang', 'gila']",1
